trx_id,user_id,tanggal_waktu,arah,kategori,merchant_id,merchant_nama,metode,tujuan,nominal,saldo_setelah
T000879,U0007,2026-07-22 11:54:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,0,0
T000880,U0007,2026-07-22 12:49:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T000881,U0007,2026-07-22 20:17:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,0,0
T000882,U0007,2026-07-24 08:03:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,0,0
T000883,U0007,2026-07-24 13:39:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,0,0
T000884,U0007,2026-07-25 08:20:00,masuk,Gaji,,,Transfer,BNI,4000000,4000000
T000886,U0007,2026-07-25 11:19:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,31849,3968151
T000887,U0007,2026-07-25 13:53:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,53255,3914896
T000888,U0007,2026-07-26 08:56:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19595,3895301
T000889,U0007,2026-07-26 11:21:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,36190,3859111
T000885,U0007,2026-07-26 17:58:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,713599,3145512
T000890,U0007,2026-07-27 11:37:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28204,3117308
T000891,U0007,2026-07-27 20:54:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,50467,3066841
T000892,U0007,2026-07-28 11:28:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,25751,3041090
T000893,U0007,2026-07-29 14:27:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,33662,3007428
T000894,U0007,2026-07-30 10:14:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,24616,2982812
T000895,U0007,2026-07-31 11:11:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,33990,2948822
T000896,U0007,2026-07-31 17:57:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,49602,2899220
T000897,U0007,2026-08-01 11:06:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,27481,2871739
T000898,U0007,2026-08-02 07:01:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,23633,2848106
T000899,U0007,2026-08-02 12:54:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30116,2817990
T000900,U0007,2026-08-03 06:40:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,769232,2048758
T000901,U0007,2026-08-03 06:40:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,1018614,1030144
T000902,U0007,2026-08-04 13:09:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,26114,1004030
T000903,U0007,2026-08-05 09:41:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,21930,982100
T000904,U0007,2026-08-06 12:57:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,26499,955601
T000905,U0007,2026-08-07 08:32:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,24404,931197
T000907,U0007,2026-08-07 13:32:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,23539,907658
T000906,U0007,2026-08-07 13:52:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,29011,878647
T000908,U0007,2026-08-07 18:59:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,57973,820674
T000909,U0007,2026-08-08 21:29:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24846,795828
T000910,U0007,2026-08-09 11:17:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33168,762660
T000913,U0007,2026-08-10 08:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32881,729779
T000911,U0007,2026-08-10 09:19:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,22090,707689
T000912,U0007,2026-08-10 11:12:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,27434,680255
T000914,U0007,2026-08-11 13:01:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,35458,644797
T000915,U0007,2026-08-11 17:48:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,26044,618753
T000916,U0007,2026-08-13 12:00:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24932,593821
T000918,U0007,2026-08-14 13:02:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,81019,512802
T000917,U0007,2026-08-14 13:40:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,26973,485829
T000919,U0007,2026-08-16 12:33:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,32413,453416
T000920,U0007,2026-08-16 22:08:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,56030,397386
T000921,U0007,2026-08-17 14:19:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,33159,364227
T000923,U0007,2026-08-18 09:58:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,29445,334782
T000922,U0007,2026-08-18 12:05:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30353,304429
T000924,U0007,2026-08-19 13:52:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,25380,279049
T000925,U0007,2026-08-20 07:36:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18122,260927
T000926,U0007,2026-08-20 11:25:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24813,236114
T000927,U0007,2026-08-22 08:57:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,17971,218143
T000928,U0007,2026-08-22 19:12:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,73924,144219
T000929,U0007,2026-08-23 13:09:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,61585,82634
T000931,U0007,2026-08-24 09:09:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,31687,50947
T000930,U0007,2026-08-24 14:08:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,29267,21680
T000932,U0007,2026-08-25 09:11:00,masuk,Gaji,,,Transfer,BNI,4000000,4021680
T000934,U0007,2026-08-25 10:49:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,17700,4003980
T000933,U0007,2026-08-25 14:49:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,713599,3290381
T000936,U0007,2026-08-26 15:49:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,49024,3241357
T000935,U0007,2026-08-26 15:54:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22989,3218368
T000937,U0007,2026-08-27 11:56:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,27185,3191183
T000938,U0007,2026-08-27 21:51:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,67425,3123758
T000939,U0007,2026-08-28 07:51:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,20336,3103422
T000941,U0007,2026-08-29 06:36:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22977,3080445
T000940,U0007,2026-08-29 14:06:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,29632,3050813
T000942,U0007,2026-08-30 14:29:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28767,3022046
T000943,U0007,2026-08-31 11:03:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,34619,2987427
T000944,U0007,2026-08-31 15:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25515,2961912
T000945,U0007,2026-09-01 11:47:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,31728,2930184
T000946,U0007,2026-09-01 18:02:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32125,2898059
T000947,U0007,2026-09-02 10:27:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,21660,2876399
T000948,U0007,2026-09-02 19:25:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,67745,2808654
T000952,U0007,2026-09-03 07:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24801,2783853
T000949,U0007,2026-09-03 08:39:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,802115,1981738
T000950,U0007,2026-09-03 08:39:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,1018614,963124
T000951,U0007,2026-09-03 11:10:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,35239,927885
T000953,U0007,2026-09-04 14:20:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28843,899042
T000954,U0007,2026-09-05 13:38:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,26851,872191
T000955,U0007,2026-09-05 18:03:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,31974,840217
T000956,U0007,2026-09-06 07:47:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,17423,822794
T000957,U0007,2026-09-06 12:51:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,29025,793769
T000958,U0007,2026-09-06 19:33:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,30992,762777
T000959,U0007,2026-09-07 06:06:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,30421,732356
T000960,U0007,2026-09-08 09:37:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,19757,712599
T000961,U0007,2026-09-08 13:09:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,28010,684589
T000963,U0007,2026-09-10 07:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25813,658776
T000962,U0007,2026-09-10 12:40:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,31518,627258
T000964,U0007,2026-09-11 09:31:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20138,607120
T000965,U0007,2026-09-11 14:34:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,31325,575795
T000968,U0007,2026-09-11 17:39:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,72666,503129
T000966,U0007,2026-09-11 19:37:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,31490,471639
T000967,U0007,2026-09-11 21:03:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,59516,412123
T000969,U0007,2026-09-12 09:39:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19761,392362
T000970,U0007,2026-09-12 14:48:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33027,359335
T000971,U0007,2026-09-13 13:21:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,32685,326650
T000974,U0007,2026-09-14 07:36:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32190,294460
T000972,U0007,2026-09-14 10:30:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18991,275469
T000973,U0007,2026-09-14 13:22:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,36122,239347
T000975,U0007,2026-09-15 07:43:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19049,220298
T000976,U0007,2026-09-15 13:33:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34283,186015
T000977,U0007,2026-09-15 19:09:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,61564,124451
T000979,U0007,2026-09-16 10:48:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22774,101677
T000978,U0007,2026-09-16 14:00:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33066,68611
T000980,U0007,2026-09-17 13:18:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33832,34779
T000981,U0007,2026-09-18 13:05:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,33040,1738
T000982,U0007,2026-09-18 23:22:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,1652,86
T000983,U0007,2026-09-19 10:17:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,82,4
T000984,U0007,2026-09-20 11:34:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,4,0
T000986,U0007,2026-09-21 06:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T000985,U0007,2026-09-21 14:54:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,0,0
T000987,U0007,2026-09-22 12:58:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,0,0
T000988,U0007,2026-09-22 20:35:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T000989,U0007,2026-09-23 14:39:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,0,0
T000992,U0007,2026-09-24 06:00:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T000990,U0007,2026-09-24 10:13:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,0,0
T000991,U0007,2026-09-24 14:17:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,0,0
T000993,U0007,2026-09-25 08:34:00,masuk,Gaji,,,Transfer,BNI,4000000,4000000
T000995,U0007,2026-09-25 11:44:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30441,3969559
T000996,U0007,2026-09-25 19:38:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,28284,3941275
T000997,U0007,2026-09-26 18:17:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32304,3908971
T000994,U0007,2026-09-26 19:18:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,713599,3195372
T000998,U0007,2026-09-27 13:08:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34848,3160524
T000999,U0008,2026-06-30 07:03:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,21231,11636859
T001001,U0008,2026-06-30 11:44:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21719,11615140
T001000,U0008,2026-06-30 14:58:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,23300,11591840
T001002,U0008,2026-07-01 07:49:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,20388,11571452
T001003,U0008,2026-07-01 13:06:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,59196,11512256
T001004,U0008,2026-07-02 10:05:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,24367,11487889
T001005,U0008,2026-07-02 18:18:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16960,11470929
T001006,U0008,2026-07-03 08:02:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,525858,10945071
T001007,U0008,2026-07-03 09:30:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,20019,10925052
T001008,U0008,2026-07-03 14:45:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,31737,10893315
T001009,U0008,2026-07-03 18:01:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,71108,10822207
T001010,U0008,2026-07-04 09:25:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,21576,10800631
T001011,U0008,2026-07-04 13:59:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,27291,10773340
T001012,U0008,2026-07-04 14:44:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,92331,10681009
T001013,U0008,2026-07-05 12:15:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,28663,10652346
T001014,U0008,2026-07-05 15:10:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21581,10630765
T001015,U0008,2026-07-05 22:41:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,71290,10559475
T001016,U0008,2026-07-06 09:44:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20393,10539082
T001017,U0008,2026-07-06 14:56:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,22900,10516182
T001018,U0008,2026-07-07 09:45:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,24504,10491678
T001019,U0008,2026-07-07 13:28:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,65646,10426032
T001020,U0008,2026-07-08 09:04:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,17958,10408074
T001021,U0008,2026-07-08 11:29:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,27880,10380194
T001023,U0008,2026-07-08 15:34:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,88045,10292149
T001022,U0008,2026-07-08 16:47:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,23776,10268373
T001024,U0008,2026-07-09 07:15:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18597,10249776
T001025,U0008,2026-07-09 13:44:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,30593,10219183
T001026,U0008,2026-07-09 18:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17599,10201584
T001027,U0008,2026-07-10 09:27:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,23043,10178541
T001029,U0008,2026-07-10 16:03:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,87177,10091364
T001028,U0008,2026-07-10 21:28:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,75065,10016299
T001030,U0008,2026-07-11 11:37:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,30084,9986215
T001033,U0008,2026-07-12 08:50:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16625,9969590
T001031,U0008,2026-07-12 09:17:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,25417,9944173
T001032,U0008,2026-07-12 13:27:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,33272,9910901
T001034,U0008,2026-07-12 22:04:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,75068,9835833
T001035,U0008,2026-07-13 09:53:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,23240,9812593
T001036,U0008,2026-07-14 11:20:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,29699,9782894
T001037,U0008,2026-07-14 13:04:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16848,9766046
T001038,U0008,2026-07-14 14:02:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,101530,9664516
T001039,U0008,2026-07-15 13:20:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,32010,9632506
T001040,U0008,2026-07-15 18:10:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,83212,9549294
T001041,U0008,2026-07-16 10:37:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18554,9530740
T001042,U0008,2026-07-16 19:45:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86258,9444482
T001043,U0008,2026-07-17 09:29:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,24334,9420148
T001044,U0008,2026-07-17 14:19:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24425,9395723
T001045,U0008,2026-07-17 15:27:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,74634,9321089
T001046,U0008,2026-07-18 07:56:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20741,9300348
T001047,U0008,2026-07-18 11:25:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,27228,9273120
T001048,U0008,2026-07-19 15:45:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18280,9254840
T001049,U0008,2026-07-20 10:24:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,18587,9236253
T001050,U0008,2026-07-21 08:11:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,23594,9212659
T001051,U0008,2026-07-21 14:19:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,29456,9183203
T001052,U0008,2026-07-21 21:46:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,73246,9109957
T001053,U0008,2026-07-22 08:12:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,19524,9090433
T001054,U0008,2026-07-22 14:27:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,24791,9065642
T001055,U0008,2026-07-23 09:00:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,24318,9041324
T001056,U0008,2026-07-23 11:34:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,24157,9017167
T001057,U0008,2026-07-23 16:58:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86958,8930209
T001058,U0008,2026-07-24 08:32:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,18568,8911641
T001059,U0008,2026-07-24 13:06:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,24800,8886841
T001060,U0008,2026-07-24 13:59:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,57471,8829370
T001061,U0008,2026-07-24 15:35:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,75850,8753520
T001062,U0008,2026-07-25 08:15:00,masuk,Gaji,,,Transfer,BNI,8000000,16753520
T001064,U0008,2026-07-25 11:21:00,keluar,Life Goals,,,Transfer,BNI,106708,16646812
T001066,U0008,2026-07-25 11:21:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,78876,16567936
T001065,U0008,2026-07-25 16:52:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,56858,16511078
T001067,U0008,2026-07-26 09:38:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,18562,16492516
T001063,U0008,2026-07-26 11:00:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,239061,16253455
T001068,U0008,2026-07-26 14:59:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,28665,16224790
T001069,U0008,2026-07-26 16:47:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,70235,16154555
T001070,U0008,2026-07-27 09:01:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16704,16137851
T001071,U0008,2026-07-28 09:13:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,21519,16116332
T001072,U0008,2026-07-28 12:41:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,27324,16089008
T001075,U0008,2026-07-29 07:49:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17014,16071994
T001073,U0008,2026-07-29 07:56:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,17687,16054307
T001074,U0008,2026-07-29 13:05:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,30337,16023970
T001076,U0008,2026-07-29 23:02:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,85096,15938874
T001079,U0008,2026-07-30 06:27:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17733,15921141
T001077,U0008,2026-07-30 07:41:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,25684,15895457
T001078,U0008,2026-07-30 14:24:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,31298,15864159
T001080,U0008,2026-07-30 14:43:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,69076,15795083
T001083,U0008,2026-07-31 07:02:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,20848,15774235
T001081,U0008,2026-07-31 10:32:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,20298,15753937
T001082,U0008,2026-07-31 11:02:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,24585,15729352
T001084,U0008,2026-07-31 21:34:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,99802,15629550
T001085,U0008,2026-08-01 08:40:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,23463,15606087
T001086,U0008,2026-08-01 14:57:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,72996,15533091
T001087,U0008,2026-08-02 09:24:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,24301,15508790
T001088,U0008,2026-08-02 12:53:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,28278,15480512
T001089,U0008,2026-08-03 08:59:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,541919,14938593
T001090,U0008,2026-08-03 13:38:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,32466,14906127
T001091,U0008,2026-08-03 18:52:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,58736,14847391
T001092,U0008,2026-08-03 22:59:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,92766,14754625
T001094,U0008,2026-08-04 12:22:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,104212,14650413
T001093,U0008,2026-08-04 13:24:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21122,14629291
T001095,U0008,2026-08-05 08:18:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,22228,14607063
T001099,U0008,2026-08-05 10:25:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,91905,14515158
T001096,U0008,2026-08-05 14:40:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,23935,14491223
T001098,U0008,2026-08-05 20:04:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,64086,14427137
T001097,U0008,2026-08-05 21:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18891,14408246
T001100,U0008,2026-08-06 13:32:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,27755,14380491
T001101,U0008,2026-08-07 07:37:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20224,14360267
T001102,U0008,2026-08-07 14:26:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,71417,14288850
T001103,U0008,2026-08-08 07:57:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,25731,14263119
T001104,U0008,2026-08-08 12:38:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,32741,14230378
T001105,U0008,2026-08-08 18:12:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,86989,14143389
T001106,U0008,2026-08-09 09:08:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,19107,14124282
T001107,U0008,2026-08-09 12:50:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32716,14091566
T001108,U0008,2026-08-09 15:55:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,22635,14068931
T001109,U0008,2026-08-10 09:08:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,19198,14049733
T001110,U0008,2026-08-10 11:29:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,27662,14022071
T001112,U0008,2026-08-10 17:34:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,89629,13932442
T001111,U0008,2026-08-10 18:17:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16652,13915790
T001113,U0008,2026-08-11 19:40:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,71456,13844334
T001114,U0008,2026-08-12 07:23:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15912,13828422
T001115,U0008,2026-08-13 08:13:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,24205,13804217
T001116,U0008,2026-08-13 13:53:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,25758,13778459
T001117,U0008,2026-08-14 14:35:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,23211,13755248
T001118,U0008,2026-08-14 16:11:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,78441,13676807
